date,state,positive
20200408,Anhui,990
20200408,Beijing,588
20200408,Chongqing,579
20200408,Fujian,351
20200408,Gansu,139
20200408,Guangdong,1536
20200408,Guangxi,254
20200408,Guizhou,146
20200408,Hainan,168
20200408,Hebei,327
20200408,Heilongjiang,569
20200408,Henan,1276
20200408,Hong Kong,960
20200408,Hubei,67803
20200408,Hunan,1019
20200408,Inner Mongolia,124
20200408,Jiangsu,651
20200408,Jiangxi,937
20200408,Jilin,98
20200408,Liaoning,144
20200408,Ningxia,75
20200408,Shaanxi,256
20200408,Shandong,783
20200408,Shanghai,543
20200408,Shanxi,163
20200408,Sichuan,560
20200408,Tianjin,180
20200408,Xinjiang,76
20200408,Yunnan,184
20200408,Zhejiang,1266
20200409,Anhui,991
20200409,Beijing,588
20200409,Chongqing,579
20200409,Fujian,351
20200409,Gansu,139
20200409,Guangdong,1539
20200409,Guangxi,254
20200409,Guizhou,146
20200409,Hainan,168
20200409,Hebei,327
20200409,Heilongjiang,609
20200409,Henan,1276
20200409,Hong Kong,973
20200409,Hubei,67803
20200409,Hunan,1019
20200409,Inner Mongolia,126
20200409,Jiangsu,651
20200409,Jiangxi,937
20200409,Jilin,98
20200409,Liaoning,144
20200409,Ningxia,75
20200409,Shaanxi,256
20200409,Shandong,783
20200409,Shanghai,552
20200409,Shanxi,166
20200409,Sichuan,560
20200409,Tianjin,182
20200409,Xinjiang,76
20200409,Yunnan,184
20200409,Zhejiang,1267
20200410,Anhui,991
20200410,Beijing,588
20200410,Chongqing,579
20200410,Fujian,351
20200410,Gansu,139
20200410,Guangdong,1544
20200410,Guangxi,254
20200410,Guizhou,146
20200410,Hainan,168
20200410,Hebei,327
20200410,Heilongjiang,638
20200410,Henan,1276
20200410,Hong Kong,989
20200410,Hubei,67803
20200410,Hunan,1019
20200410,Inner Mongolia,128
20200410,Jiangsu,651
20200410,Jiangxi,937
20200410,Jilin,98
20200410,Liaoning,144
20200410,Ningxia,75
20200410,Shaanxi,256
20200410,Shandong,783
20200410,Shanghai,555
20200410,Shanxi,168
20200410,Sichuan,560
20200410,Tianjin,183
20200410,Xinjiang,76
20200410,Yunnan,184
20200410,Zhejiang,1267
20200411,Anhui,991
20200411,Beijing,589
20200411,Chongqing,579
20200411,Fujian,351
20200411,Gansu,139
20200411,Guangdong,1548
20200411,Guangxi,254
20200411,Guizhou,146
20200411,Hainan,168
20200411,Hebei,327
20200411,Heilongjiang,661
20200411,Henan,1276
20200411,Hong Kong,1000
20200411,Hubei,67803
20200411,Hunan,1019
20200411,Inner Mongolia,155
20200411,Jiangsu,652
20200411,Jiangxi,937
20200411,Jilin,98
20200411,Liaoning,145
20200411,Ningxia,75
20200411,Shaanxi,256
20200411,Shandong,784
20200411,Shanghai,555
20200411,Shanxi,172
20200411,Sichuan,560
20200411,Tianjin,183
20200411,Xinjiang,76
20200411,Yunnan,184
20200411,Zhejiang,1267
20200412,Anhui,991
20200412,Beijing,589
20200412,Chongqing,579
20200412,Fujian,352
20200412,Gansu,139
20200412,Guangdong,1552
20200412,Guangxi,254
20200412,Guizhou,146
20200412,Hainan,168
20200412,Hebei,327
20200412,Heilongjiang,684
20200412,Henan,1276
20200412,Hong Kong,1004
20200412,Hubei,67803
20200412,Hunan,1019
20200412,Inner Mongolia,189
20200412,Jiangsu,653
20200412,Jiangxi,937
20200412,Jilin,99
20200412,Liaoning,145
20200412,Ningxia,75
20200412,Shaanxi,256
20200412,Shandong,784
20200412,Shanghai,607
20200412,Shanxi,172
20200412,Sichuan,560
20200412,Tianjin,183
20200412,Xinjiang,76
20200412,Yunnan,184
20200412,Zhejiang,1267
20200413,Anhui,991
20200413,Beijing,589
20200413,Chongqing,579
20200413,Fujian,352
20200413,Gansu,139
20200413,Guangdong,1555
20200413,Guangxi,254
20200413,Guizhou,146
20200413,Hainan,168
20200413,Hebei,327
20200413,Heilongjiang,740
20200413,Henan,1276
20200413,Hong Kong,1009
20200413,Hubei,67803
20200413,Hunan,1019
20200413,Inner Mongolia,190
20200413,Jiangsu,653
20200413,Jiangxi,937
20200413,Jilin,100
20200413,Liaoning,145
20200413,Ningxia,75
20200413,Shaanxi,256
20200413,Shandong,784
20200413,Shanghai,618
20200413,Shanxi,173
20200413,Sichuan,560
20200413,Tianjin,184
20200413,Xinjiang,76
20200413,Yunnan,184
20200413,Zhejiang,1267
20200414,Anhui,991
20200414,Beijing,589
20200414,Chongqing,579
20200414,Fujian,353
20200414,Gansu,139
20200414,Guangdong,1564
20200414,Guangxi,254
20200414,Guizhou,146
20200414,Hainan,168
20200414,Hebei,327
20200414,Heilongjiang,819
20200414,Henan,1276
20200414,Hong Kong,1012
20200414,Hubei,67803
20200414,Hunan,1019
20200414,Inner Mongolia,190
20200414,Jiangsu,653
20200414,Jiangxi,937
20200414,Jilin,100
20200414,Liaoning,145
20200414,Ningxia,75
20200414,Shaanxi,256
20200414,Shandong,784
20200414,Shanghai,618
20200414,Shanxi,173
20200414,Sichuan,560
20200414,Tianjin,185
20200414,Xinjiang,76
20200414,Yunnan,184
20200414,Zhejiang,1267
20200415,Anhui,991
20200415,Beijing,590
20200415,Chongqing,579
20200415,Fujian,353
20200415,Gansu,139
20200415,Guangdong,1566
20200415,Guangxi,254
20200415,Guizhou,146
20200415,Hainan,168
20200415,Hebei,327
20200415,Heilongjiang,841
20200415,Henan,1276
20200415,Hong Kong,1017
20200415,Hubei,67803
20200415,Hunan,1019
20200415,Inner Mongolia,190
20200415,Jiangsu,653
20200415,Jiangxi,937
20200415,Jilin,102
20200415,Liaoning,145
20200415,Ningxia,75
20200415,Shaanxi,256
20200415,Shandong,784
20200415,Shanghai,622
20200415,Shanxi,186
20200415,Sichuan,560
20200415,Tianjin,185
20200415,Xinjiang,76
20200415,Yunnan,184
20200415,Zhejiang,1268
20200416,Anhui,991
20200416,Beijing,593
20200416,Chongqing,579
20200416,Fujian,353
20200416,Gansu,139
20200416,Guangdong,1571
20200416,Guangxi,254
20200416,Guizhou,146
20200416,Hainan,168
20200416,Hebei,328
20200416,Heilongjiang,861
20200416,Henan,1276
20200416,Hong Kong,1017
20200416,Hubei,67803
20200416,Hunan,1019
20200416,Inner Mongolia,193
20200416,Jiangsu,653
20200416,Jiangxi,937
20200416,Jilin,102
20200416,Liaoning,145
20200416,Ningxia,75
20200416,Shaanxi,256
20200416,Shandong,784
20200416,Shanghai,628
20200416,Shanxi,194
20200416,Sichuan,560
20200416,Tianjin,186
20200416,Xinjiang,76
20200416,Yunnan,184
20200416,Zhejiang,1268
20200417,Anhui,991
20200417,Beijing,593
20200417,Chongqing,579
20200417,Fujian,354
20200417,Gansu,139
20200417,Guangdong,1577
20200417,Guangxi,254
20200417,Guizhou,146
20200417,Hainan,168
20200417,Hebei,328
20200417,Heilongjiang,872
20200417,Henan,1276
20200417,Hong Kong,1021
20200417,Hubei,68128
20200417,Hunan,1019
20200417,Inner Mongolia,193
20200417,Jiangsu,653
20200417,Jiangxi,937
20200417,Jilin,102
20200417,Liaoning,146
20200417,Ningxia,75
20200417,Shaanxi,256
20200417,Shandong,787
20200417,Shanghai,628
20200417,Shanxi,197
20200417,Sichuan,560
20200417,Tianjin,189
20200417,Xinjiang,76
20200417,Yunnan,184
20200417,Zhejiang,1268
20200418,Anhui,991
20200418,Beijing,593
20200418,Chongqing,579
20200418,Fujian,355
20200418,Gansu,139
20200418,Guangdong,1579
20200418,Guangxi,254
20200418,Guizhou,146
20200418,Hainan,168
20200418,Hebei,328
20200418,Heilongjiang,892
20200418,Henan,1276
20200418,Hong Kong,1024
20200418,Hubei,68128
20200418,Hunan,1019
20200418,Inner Mongolia,193
20200418,Jiangsu,653
20200418,Jiangxi,937
20200418,Jilin,102
20200418,Liaoning,146
20200418,Ningxia,75
20200418,Shaanxi,256
20200418,Shandong,787
20200418,Shanghai,628
20200418,Shanxi,197
20200418,Sichuan,561
20200418,Tianjin,189
20200418,Xinjiang,76
20200418,Yunnan,184
20200418,Zhejiang,1268
20200419,Anhui,991
20200419,Beijing,593
20200419,Chongqing,579
20200419,Fujian,355
20200419,Gansu,139
20200419,Guangdong,1580
20200419,Guangxi,254
20200419,Guizhou,147
20200419,Hainan,168
20200419,Hebei,328
20200419,Heilongjiang,898
20200419,Henan,1276
20200419,Hong Kong,1025
20200419,Hubei,68128
20200419,Hunan,1019
20200419,Inner Mongolia,193
20200419,Jiangsu,653
20200419,Jiangxi,937
20200419,Jilin,104
20200419,Liaoning,146
20200419,Ningxia,75
20200419,Shaanxi,256
20200419,Shandong,787
20200419,Shanghai,635
20200419,Shanxi,197
20200419,Sichuan,561
20200419,Tianjin,189
20200419,Xinjiang,76
20200419,Yunnan,184
20200419,Zhejiang,1268
20200420,Anhui,991
20200420,Beijing,593
20200420,Chongqing,579
20200420,Fujian,355
20200420,Gansu,139
20200420,Guangdong,1581
20200420,Guangxi,254
20200420,Guizhou,147
20200420,Hainan,168
20200420,Hebei,328
20200420,Heilongjiang,905
20200420,Henan,1276
20200420,Hong Kong,1025
20200420,Hubei,68128
20200420,Hunan,1019
20200420,Inner Mongolia,194
20200420,Jiangsu,653
20200420,Jiangxi,937
20200420,Jilin,104
20200420,Liaoning,146
20200420,Ningxia,75
20200420,Shaanxi,256
20200420,Shandong,787
20200420,Shanghai,638
20200420,Shanxi,197
20200420,Sichuan,561
20200420,Tianjin,189
20200420,Xinjiang,76
20200420,Yunnan,184
20200420,Zhejiang,1268
20200421,Anhui,991
20200421,Beijing,593
20200421,Chongqing,579
20200421,Fujian,355
20200421,Gansu,139
20200421,Guangdong,1582
20200421,Guangxi,254
20200421,Guizhou,147
20200421,Hainan,168
20200421,Hebei,328
20200421,Heilongjiang,913
20200421,Henan,1276
20200421,Hong Kong,1029
20200421,Hubei,68128
20200421,Hunan,1019
20200421,Inner Mongolia,194
20200421,Jiangsu,653
20200421,Jiangxi,937
20200421,Jilin,106
20200421,Liaoning,146
20200421,Ningxia,75
20200421,Shaanxi,277
20200421,Shandong,787
20200421,Shanghai,638
20200421,Shanxi,197
20200421,Sichuan,561
20200421,Tianjin,189
20200421,Xinjiang,76
20200421,Yunnan,184
20200421,Zhejiang,1268
20200422,Anhui,991
20200422,Beijing,593
20200422,Chongqing,579
20200422,Fujian,355
20200422,Gansu,139
20200422,Guangdong,1582
20200422,Guangxi,254
20200422,Guizhou,147
20200422,Hainan,168
20200422,Hebei,328
20200422,Heilongjiang,921
20200422,Henan,1276
20200422,Hong Kong,1033
20200422,Hubei,68128
20200422,Hunan,1019
20200422,Inner Mongolia,194
20200422,Jiangsu,653
20200422,Jiangxi,937
20200422,Jilin,106
20200422,Liaoning,146
20200422,Ningxia,75
20200422,Shaanxi,279
20200422,Shandong,787
20200422,Shanghai,639
20200422,Shanxi,197
20200422,Sichuan,561
20200422,Tianjin,189
20200422,Xinjiang,76
20200422,Yunnan,184
20200422,Zhejiang,1268
20200423,Anhui,991
20200423,Beijing,593
20200423,Chongqing,579
20200423,Fujian,355
20200423,Gansu,139
20200423,Guangdong,1585
20200423,Guangxi,254
20200423,Guizhou,147
20200423,Hainan,168
20200423,Hebei,328
20200423,Heilongjiang,928
20200423,Henan,1276
20200423,Hong Kong,1035
20200423,Hubei,68128
20200423,Hunan,1019
20200423,Inner Mongolia,194
20200423,Jiangsu,653
20200423,Jiangxi,937
20200423,Jilin,108
20200423,Liaoning,146
20200423,Ningxia,75
20200423,Shaanxi,279
20200423,Shandong,787
20200423,Shanghai,641
20200423,Shanxi,197
20200423,Sichuan,561
20200423,Tianjin,189
20200423,Xinjiang,76
20200423,Yunnan,184
20200423,Zhejiang,1268
20200424,Anhui,991
20200424,Beijing,593
20200424,Chongqing,579
20200424,Fujian,355
20200424,Gansu,139
20200424,Guangdong,1585
20200424,Guangxi,254
20200424,Guizhou,147
20200424,Hainan,168
20200424,Hebei,328
20200424,Heilongjiang,930
20200424,Henan,1276
20200424,Hong Kong,1035
20200424,Hubei,68128
20200424,Hunan,1019
20200424,Inner Mongolia,197
20200424,Jiangsu,653
20200424,Jiangxi,937
20200424,Jilin,109
20200424,Liaoning,146
20200424,Ningxia,75
20200424,Shaanxi,286
20200424,Shandong,787
20200424,Shanghai,641
20200424,Shanxi,197
20200424,Sichuan,561
20200424,Tianjin,190
20200424,Xinjiang,76
20200424,Yunnan,185
20200424,Zhejiang,1268
20200425,Anhui,991
20200425,Beijing,593
20200425,Chongqing,579
20200425,Fujian,355
20200425,Gansu,139
20200425,Guangdong,1586
20200425,Guangxi,254
20200425,Guizhou,147
20200425,Hainan,168
20200425,Hebei,328
20200425,Heilongjiang,935
20200425,Henan,1276
20200425,Hong Kong,1037
20200425,Hubei,68128
20200425,Hunan,1019
20200425,Inner Mongolia,198
20200425,Jiangsu,653
20200425,Jiangxi,937
20200425,Jilin,109
20200425,Liaoning,146
20200425,Ningxia,75
20200425,Shaanxi,286
20200425,Shandong,787
20200425,Shanghai,642
20200425,Shanxi,197
20200425,Sichuan,561
20200425,Tianjin,190
20200425,Xinjiang,76
20200425,Yunnan,185
20200425,Zhejiang,1268
20200426,Anhui,991
20200426,Beijing,593
20200426,Chongqing,579
20200426,Fujian,355
20200426,Gansu,139
20200426,Guangdong,1587
20200426,Guangxi,254
20200426,Guizhou,147
20200426,Hainan,168
20200426,Hebei,328
20200426,Heilongjiang,936
20200426,Henan,1276
20200426,Hong Kong,1037
20200426,Hubei,68128
20200426,Hunan,1019
20200426,Inner Mongolia,198
20200426,Jiangsu,653
20200426,Jiangxi,937
20200426,Jilin,110
20200426,Liaoning,146
20200426,Ningxia,75
20200426,Shaanxi,286
20200426,Shandong,787
20200426,Shanghai,642
20200426,Shanxi,197
20200426,Sichuan,561
20200426,Tianjin,190
20200426,Xinjiang,76
20200426,Yunnan,185
20200426,Zhejiang,1268
20200427,Anhui,991
20200427,Beijing,593
20200427,Chongqing,579
20200427,Fujian,355
20200427,Gansu,139
20200427,Guangdong,1587
20200427,Guangxi,254
20200427,Guizhou,147
20200427,Hainan,168
20200427,Hebei,328
20200427,Heilongjiang,939
20200427,Henan,1276
20200427,Hong Kong,1037
20200427,Hubei,68128
20200427,Hunan,1019
20200427,Inner Mongolia,199
20200427,Jiangsu,653
20200427,Jiangxi,937
20200427,Jilin,110
20200427,Liaoning,146
20200427,Ningxia,75
20200427,Shaanxi,286
20200427,Shandong,787
20200427,Shanghai,644
20200427,Shanxi,197
20200427,Sichuan,561
20200427,Tianjin,190
20200427,Xinjiang,76
20200427,Yunnan,185
20200427,Zhejiang,1268
20200428,Anhui,991
20200428,Beijing,593
20200428,Chongqing,579
20200428,Fujian,355
20200428,Gansu,139
20200428,Guangdong,1588
20200428,Guangxi,254
20200428,Guizhou,147
20200428,Hainan,168
20200428,Hebei,328
20200428,Heilongjiang,939
20200428,Henan,1276
20200428,Hong Kong,1037
20200428,Hubei,68128
20200428,Hunan,1019
20200428,Inner Mongolia,199
20200428,Jiangsu,653
20200428,Jiangxi,937
20200428,Jilin,110
20200428,Liaoning,146
20200428,Ningxia,75
20200428,Shaanxi,306
20200428,Shandong,787
20200428,Shanghai,645
20200428,Shanxi,197
20200428,Sichuan,561
20200428,Tianjin,190
20200428,Xinjiang,76
20200428,Yunnan,185
20200428,Zhejiang,1268
20200429,Anhui,991
20200429,Beijing,593
20200429,Chongqing,579
20200429,Fujian,355
20200429,Gansu,139
20200429,Guangdong,1588
20200429,Guangxi,254
20200429,Guizhou,147
20200429,Hainan,168
20200429,Hebei,328
20200429,Heilongjiang,939
20200429,Henan,1276
20200429,Hong Kong,1037
20200429,Hubei,68128
20200429,Hunan,1019
20200429,Inner Mongolia,200
20200429,Jiangsu,653
20200429,Jiangxi,937
20200429,Jilin,111
20200429,Liaoning,146
20200429,Ningxia,75
20200429,Shaanxi,306
20200429,Shandong,787
20200429,Shanghai,647
20200429,Shanxi,197
20200429,Sichuan,561
20200429,Tianjin,190
20200429,Xinjiang,76
20200429,Yunnan,185
20200429,Zhejiang,1268
20200430,Anhui,991
20200430,Beijing,593
20200430,Chongqing,579
20200430,Fujian,356
20200430,Gansu,139
20200430,Guangdong,1588
20200430,Guangxi,254
20200430,Guizhou,147
20200430,Hainan,168
20200430,Hebei,328
20200430,Heilongjiang,944
20200430,Henan,1276
20200430,Hong Kong,1037
20200430,Hubei,68128
20200430,Hunan,1019
20200430,Inner Mongolia,201
20200430,Jiangsu,653
20200430,Jiangxi,937
20200430,Jilin,111
20200430,Liaoning,146
20200430,Ningxia,75
20200430,Shaanxi,306
20200430,Shandong,787
20200430,Shanghai,652
20200430,Shanxi,197
20200430,Sichuan,561
20200430,Tianjin,190
20200430,Xinjiang,76
20200430,Yunnan,185
20200430,Zhejiang,1268
20200501,Anhui,991
20200501,Beijing,593
20200501,Chongqing,579
20200501,Fujian,356
20200501,Gansu,139
20200501,Guangdong,1588
20200501,Guangxi,254
20200501,Guizhou,147
20200501,Hainan,168
20200501,Hebei,328
20200501,Heilongjiang,944
20200501,Henan,1276
20200501,Hong Kong,1039
20200501,Hubei,68128
20200501,Hunan,1019
20200501,Inner Mongolia,201
20200501,Jiangsu,653
20200501,Jiangxi,937
20200501,Jilin,112
20200501,Liaoning,146
20200501,Ningxia,75
20200501,Shaanxi,306
20200501,Shandong,787
20200501,Shanghai,652
20200501,Shanxi,197
20200501,Sichuan,561
20200501,Tianjin,190
20200501,Xinjiang,76
20200501,Yunnan,185
20200501,Zhejiang,1268
20200502,Anhui,991
20200502,Beijing,593
20200502,Chongqing,579
20200502,Fujian,356
20200502,Gansu,139
20200502,Guangdong,1588
20200502,Guangxi,254
20200502,Guizhou,147
20200502,Hainan,168
20200502,Hebei,328
20200502,Heilongjiang,944
20200502,Henan,1276
20200502,Hong Kong,1039
20200502,Hubei,68128
20200502,Hunan,1019
20200502,Inner Mongolia,201
20200502,Jiangsu,653
20200502,Jiangxi,937
20200502,Jilin,112
20200502,Liaoning,146
20200502,Ningxia,75
20200502,Shaanxi,306
20200502,Shandong,787
20200502,Shanghai,652
20200502,Shanxi,197
20200502,Sichuan,561
20200502,Tianjin,190
20200502,Xinjiang,76
20200502,Yunnan,185
20200502,Zhejiang,1268
20200503,Anhui,991
20200503,Beijing,593
20200503,Chongqing,579
20200503,Fujian,356
20200503,Gansu,139
20200503,Guangdong,1588
20200503,Guangxi,254
20200503,Guizhou,147
20200503,Hainan,168
20200503,Hebei,328
20200503,Heilongjiang,944
20200503,Henan,1276
20200503,Hong Kong,1039
20200503,Hubei,68128
20200503,Hunan,1019
20200503,Inner Mongolia,201
20200503,Jiangsu,653
20200503,Jiangxi,937
20200503,Jilin,112
20200503,Liaoning,146
20200503,Ningxia,75
20200503,Shaanxi,306
20200503,Shandong,788
20200503,Shanghai,655
20200503,Shanxi,198
20200503,Sichuan,561
20200503,Tianjin,190
20200503,Xinjiang,76
20200503,Yunnan,185
20200503,Zhejiang,1268
20200504,Anhui,991
20200504,Beijing,593
20200504,Chongqing,579
20200504,Fujian,356
20200504,Gansu,139
20200504,Guangdong,1588
20200504,Guangxi,254
20200504,Guizhou,147
20200504,Hainan,168
20200504,Hebei,328
20200504,Heilongjiang,944
20200504,Henan,1276
20200504,Hong Kong,1040
20200504,Hubei,68128
20200504,Hunan,1019
20200504,Inner Mongolia,201
20200504,Jiangsu,653
20200504,Jiangxi,937
20200504,Jilin,112
20200504,Liaoning,146
20200504,Ningxia,75
20200504,Shaanxi,306
20200504,Shandong,788
20200504,Shanghai,656
20200504,Shanxi,198
20200504,Sichuan,561
20200504,Tianjin,190
20200504,Xinjiang,76
20200504,Yunnan,185
20200504,Zhejiang,1268
20200505,Anhui,991
20200505,Beijing,593
20200505,Chongqing,579
20200505,Fujian,356
20200505,Gansu,139
20200505,Guangdong,1588
20200505,Guangxi,254
20200505,Guizhou,147
20200505,Hainan,168
20200505,Hebei,328
20200505,Heilongjiang,944
20200505,Henan,1276
20200505,Hong Kong,1040
20200505,Hubei,68128
20200505,Hunan,1019
20200505,Inner Mongolia,201
20200505,Jiangsu,653
20200505,Jiangxi,937
20200505,Jilin,112
20200505,Liaoning,146
20200505,Ningxia,75
20200505,Shaanxi,308
20200505,Shandong,788
20200505,Shanghai,656
20200505,Shanxi,198
20200505,Sichuan,561
20200505,Tianjin,190
20200505,Xinjiang,76
20200505,Yunnan,185
20200505,Zhejiang,1268
20200506,Anhui,991
20200506,Beijing,593
20200506,Chongqing,579
20200506,Fujian,356
20200506,Gansu,139
20200506,Guangdong,1589
20200506,Guangxi,254
20200506,Guizhou,147
20200506,Hainan,168
20200506,Hebei,328
20200506,Heilongjiang,944
20200506,Henan,1276
20200506,Hong Kong,1040
20200506,Hubei,68128
20200506,Hunan,1019
20200506,Inner Mongolia,201
20200506,Jiangsu,653
20200506,Jiangxi,937
20200506,Jilin,112
20200506,Liaoning,146
20200506,Ningxia,75
20200506,Shaanxi,308
20200506,Shandong,788
20200506,Shanghai,657
20200506,Shanxi,198
20200506,Sichuan,561
20200506,Tianjin,190
20200506,Xinjiang,76
20200506,Yunnan,185
20200506,Zhejiang,1268
20200507,Anhui,991
20200507,Beijing,593
20200507,Chongqing,579
20200507,Fujian,356
20200507,Gansu,139
20200507,Guangdong,1589
20200507,Guangxi,254
20200507,Guizhou,147
20200507,Hainan,168
20200507,Hebei,328
20200507,Heilongjiang,944
20200507,Henan,1276
20200507,Hong Kong,1044
20200507,Hubei,68128
20200507,Hunan,1019
20200507,Inner Mongolia,201
20200507,Jiangsu,653
20200507,Jiangxi,937
20200507,Jilin,113
20200507,Liaoning,146
20200507,Ningxia,75
20200507,Shaanxi,308
20200507,Shandong,788
20200507,Shanghai,657
20200507,Shanxi,198
20200507,Sichuan,561
20200507,Tianjin,190
20200507,Xinjiang,76
20200507,Yunnan,185
20200507,Zhejiang,1268
20200508,Anhui,991
20200508,Beijing,593
20200508,Chongqing,579
20200508,Fujian,356
20200508,Gansu,139
20200508,Guangdong,1589
20200508,Guangxi,254
20200508,Guizhou,147
20200508,Hainan,168
20200508,Hebei,328
20200508,Heilongjiang,944
20200508,Henan,1276
20200508,Hong Kong,1044
20200508,Hubei,68128
20200508,Hunan,1019
20200508,Inner Mongolia,201
20200508,Jiangsu,653
20200508,Jiangxi,937
20200508,Jilin,113
20200508,Liaoning,146
20200508,Ningxia,75
20200508,Shaanxi,308
20200508,Shandong,788
20200508,Shanghai,657
20200508,Shanxi,198
20200508,Sichuan,561
20200508,Tianjin,191
20200508,Xinjiang,76
20200508,Yunnan,185
20200508,Zhejiang,1268
20200509,Anhui,991
20200509,Beijing,593
20200509,Chongqing,579
20200509,Fujian,356
20200509,Gansu,139
20200509,Guangdong,1589
20200509,Guangxi,254
20200509,Guizhou,147
20200509,Hainan,168
20200509,Hebei,328
20200509,Heilongjiang,944
20200509,Henan,1276
20200509,Hong Kong,1044
20200509,Hubei,68129
20200509,Hunan,1019
20200509,Inner Mongolia,201
20200509,Jiangsu,653
20200509,Jiangxi,937
20200509,Jilin,124
20200509,Liaoning,146
20200509,Ningxia,75
20200509,Shaanxi,308
20200509,Shandong,788
20200509,Shanghai,659
20200509,Shanxi,198
20200509,Sichuan,561
20200509,Tianjin,191
20200509,Xinjiang,76
20200509,Yunnan,185
20200509,Zhejiang,1268
20200510,Anhui,991
20200510,Beijing,593
20200510,Chongqing,579
20200510,Fujian,356
20200510,Gansu,139
20200510,Guangdong,1589
20200510,Guangxi,254
20200510,Guizhou,147
20200510,Hainan,168
20200510,Hebei,328
20200510,Heilongjiang,945
20200510,Henan,1276
20200510,Hong Kong,1047
20200510,Hubei,68134
20200510,Hunan,1019
20200510,Inner Mongolia,208
20200510,Jiangsu,653
20200510,Jiangxi,937
20200510,Jilin,127
20200510,Liaoning,147
20200510,Ningxia,75
20200510,Shaanxi,308
20200510,Shandong,788
20200510,Shanghai,659
20200510,Shanxi,198
20200510,Sichuan,561
20200510,Tianjin,191
20200510,Xinjiang,76
20200510,Yunnan,185
20200510,Zhejiang,1268
